impd,spp,grid,tl,w,spine,count,tag
WLFC,BCF,29,518,1370,1,1,
WLFC,BCF,29,485,1024,1,1,
WLFC,BCF,31,378,464,0,1,10426
WLFC,BCF,45,415,628,1,1,
WLFC,BCF,28,423,652,1,1,
WLFC,BCF,15,360,,0,1,
WLFC,BCF,5,700,,1,1,
WLFC,BCF,32,310,,0,1,
WLFC,BCF,32,260,,0,1,
WLFC,BCF,32,187,,1,1,
WLFC,BCF,32,730,2624,1,1,
WLFC,BCF,32,230,,0,1,
WLFC,BCF,32,320,,0,1,
WLFC,BCF,32,230,,0,1,
WLFC,BCF,32,250,,0,1,
WLFC,BCF,32,260,,0,1,
WLFC,BCF,32,457,778,1,1,
WLFC,BCF,34,482,980,1,1,
WLFC,BCF,34,480,1106,1,1,
WLFC,BCF,51,791,4560,1,1,
WLFC,BCF,51,630,2142,1,1,
WLFC,BCF,69,695,3076,1,1,
WLFC,BCF,49,610,2212,1,1,
WLFC,BCF,30,330,,0,1,
WLFC,BCF,30,460,582,1,1,9254
WLFC,BCF,30,360,,0,1,9393
WLFC,BCF,30,320,,0,1,
WLFC,BCF,30,220,,1,1,
WLFC,BCF,47,370,,0,1,
WLFC,BCF,47,370,,0,1,
WLFC,BCF,47,360,,0,1,
WLFC,BCF,65,360,,0,1,
WLFC,BCF,65,498,1162,1,1,8895
WLFC,BCF,65,766,5034,1,1,
WLFC,BCF,63,672,2570,1,1,
WLFC,BCF,63,710,2416,1,1,
WLFC,BCF,78,461,920,1,1,
WLFC,BCF,95,240,,0,1,
WLFC,BCF,95,350,,0,1,
WLFC,BCF,95,370,,0,1,
WLFC,BCF,95,670,3042,1,1,
WLFC,BCF,95,420,710,1,1,
WLFC,BCF,95,350,,0,1,
WLFC,BCF,95,350,,0,1,
WLFC,BCF,95,360,,0,1,
WLFC,BCF,95,390,,0,1,
WLFC,BCF,95,350,,0,1,9272
WLFC,BCF,95,660,2848,1,1,
WLFC,BCF,95,360,,0,1,9155
WLFC,BCF,95,370,,0,1,8892
WLFC,BCF,95,722,4678,1,1,
WLFC,BCF,95,610,2516,0,1,
WLFC,BCF,95,220,,0,1,
WLFC,BCF,95,620,2375,1,1,
WLFC,BCF,95,420,,0,1,
WLFC,BCF,95,740,4480,1,1,
WLFC,BCF,116,664,2570,1,1,9030
WLFC,BCF,116,660,3545,1,1,
WLFC,BCF,116,740,3992,1,1,
WLFC,BCF,156,290,,0,1,
WLFC,BCF,156,370,,0,1,
WLFC,BCF,136,700,,0,1,
WLFC,BCF,136,320,,0,1,
WLFC,BCF,136,320,,0,1,
WLFC,BCF,136,270,,0,1,
WLFC,BCF,114,650,1832,1,1,
WLFC,BCF,91,360,,0,1,
WLFC,BCF,91,350,,0,1,8701
WLFC,BCF,74,270,,0,1,
WLFC,BCF,93,270,,0,1,
WLFC,BCF,93,300,,0,1,
WLFC,BCF,93,250,,0,1,
WLFC,BCF,93,250,,0,1,
WLFC,BCF,76,743,4470,1,1,
WLFC,BCF,76,320,,0,1,
WLFC,BCF,41,360,,0,1,
WLFC,BCF,41,835,5068,1,1,
WLFC,BCF,61,280,,0,1,
WLFC,BCF,61,330,,0,1,
WLFC,BCF,61,240,,0,1,
WLFC,BCF,61,260,,0,1,
WLFC,BCF,61,240,,0,1,
WLFC,BCF,61,220,,0,1,
WLFC,BCF,61,250,,0,1,
WLFC,BCF,43,230,,0,1,
WLFC,BCF,43,400,,1,1,
WLFC,BCF,45,260,,0,1,
WLFC,BCF,32,245,,1,1,
WLFC,BCF,32,295,188,1,1,
WLFC,BCF,36,835,6901,1,1,
WLFC,BCF,30,415,692,1,1,
WLFC,BCF,30,400,546,1,1,
WLFC,BCF,30,246,,0,1,
WLFC,BCF,47,320,,0,1,
WLFC,BCF,47,374,,0,1,
WLFC,BCF,78,328,,0,1,
WLFC,BCF,95,450,863,1,1,
WLFC,BCF,95,745,4270,1,1,
WLFC,BCF,136,736,4837,1,1,
WLFC,BCF,114,280,,0,1,
WLFC,BCF,114,300,,0,1,
WLFC,BCF,114,283,,0,1,
WLFC,BCF,93,375,,0,1,
WLFC,BCF,93,270,,0,1,
WLFC,BCF,93,250,,0,1,
WLFC,BCF,93,253,,0,1,
WLFC,BCF,61,285,,0,1,
WLFC,BCF,61,280,,0,1,
WLFC,BCF,185,770,5870,1,1,
WLFC,BCF,183,595,2070,1,1,
WLFC,BCF,183,355,,0,1,
WLFC,BCF,183,745,4040,1,1,
WLFC,BCF,183,837,6200,1,1,
WLFC,BCF,218,375,,0,1,
WLFC,BCF,218,369,,0,1,
WLFC,BCF,218,430,,1,1,9184
WLFC,BCF,216,387,,0,1,
WLFC,BCF,231,686,3020,1,1,
WLFC,BCF,231,287,,0,1,
WLFC,BCF,177,433,,0,1,
WLFC,BCF,177,645,2600,1,1,
WLFC,BCF,177,710,3580,1,1,
WLFC,BCF,177,735,4220,0,1,
WLFC,BCF,177,347,,0,1,
WLFC,BCF,177,627,2680,1,1,
WLFC,BCF,177,320,,0,1,
WLFC,BCF,179,375,,0,1,
WLFC,BCF,179,265,,0,1,
WLFC,BCF,179,295,,0,1,
WLFC,BCF,181,328,,0,1,
WLFC,BCF,181,295,,0,1,
WLFC,BCF,181,340,,0,1,
WLFC,BCF,181,300,,0,1,
WLFC,BCF,181,235,,0,1,
WLFC,BCF,181,280,,0,1,
WLFC,BCF,181,298,,0,1,
WLFC,BCF,120,435,,0,1,
WLFC,BCF,120,480,,1,1,
WLFC,BCF,120,395,,0,1,
WLFC,BCF,120,435,,0,1,
WLFC,BCF,120,717,3590,1,1,
WLFC,BCF,207,470,868,1,1,
WLFC,BCF,207,435,748,1,1,
WLFC,BCF,207,570,1800,1,1,
WLFC,BCF,207,243,,0,1,
WLFC,BCF,209,280,,0,1,
WLFC,BCF,205,297,,0,1,
WLFC,BCF,189,360,,0,1,8633
WLFC,BCF,189,370,,0,1,
WLFC,BCF,172,450,1000,1,1,
WLFC,BCF,172,447,804,1,1,
WLFC,BCF,172,341,,0,1,
WLFC,BCF,172,350,,0,1,
WLFC,BCF,185,720,2620,1,1,
WLFC,BCF,183,950,11123,1,1,
WLFC,BCF,183,872,8399,1,1,
WLFC,BCF,183,859,7264,1,1,
WLFC,BCF,233,669,,0,1,
WLFC,BCF,218,359,,0,1,
WLFC,BCF,218,651,2580,1,1,
WLFC,BCF,218,338,,0,1,
WLFC,BCF,216,459,,0,1,8951
WLFC,BCF,216,280,,0,1,
WLFC,BCF,216,730,3816,1,1,
WLFC,BCF,231,1041,17252,1,1,
WLFC,BCF,231,760,4767,1,1,
WLFC,BCF,231,380,,0,1,
WLFC,BCF,231,265,,0,1,
WLFC,BCF,231,210,84,1,1,
WLFC,BCF,231,240,,0,1,
WLFC,BCF,231,280,,0,1,
WLFC,BCF,231,255,,0,1,
WLFC,BCF,231,260,,0,1,
WLFC,BCF,231,270,,0,1,
WLFC,BCF,231,280,,0,1,
WLFC,BCF,231,250,,0,1,
WLFC,BCF,242,875,10669,1,1,
WLFC,BCF,199,330,,0,1,
WLFC,BCF,199,813,5221,1,1,
WLFC,BCF,195,440,675,1,1,
WLFC,BCF,212,775,7832,1,1,
WLFC,BCF,177,530,1600,1,1,
WLFC,BCF,177,640,2880,1,1,
WLFC,BCF,177,600,2238,1,1,
WLFC,BCF,177,316,,0,1,
WLFC,BCF,177,450,,0,1,
WLFC,BCF,177,350,,0,1,8689
WLFC,BCF,177,730,,0,1,
WLFC,BCF,177,337,,0,1,
WLFC,BCF,177,650,3020,1,1,
WLFC,BCF,177,650,2832,1,1,
WLFC,BCF,177,550,1460,1,1,
WLFC,BCF,177,340,,0,1,
WLFC,BCF,179,270,,0,1,
WLFC,BCF,179,700,,0,1,
WLFC,BCF,179,290,,0,1,
WLFC,BCF,179,320,,0,1,
WLFC,BCF,179,270,,0,1,
WLFC,BCF,181,277,,0,1,
WLFC,BCF,181,260,,0,1,
WLFC,BCF,181,342,,0,1,
WLFC,BCF,181,340,,0,1,
WLFC,BCF,181,312,,0,1,
WLFC,BCF,181,300,,0,1,
WLFC,BCF,99,720,3972,1,1,
WLFC,BCF,120,920,10555,1,1,
WLFC,BCF,120,743,,0,1,
WLFC,BCF,120,650,,0,1,
WLFC,BCF,120,797,5448,1,1,
WLFC,BCF,120,762,,0,1,
WLFC,BCF,120,752,2497,1,1,
WLFC,BCF,120,385,,0,1,
WLFC,BCF,120,430,,0,1,
WLFC,BCF,112,372,,0,1,
WLFC,BCF,112,262,,0,1,
WLFC,BCF,112,250,,0,1,
WLFC,BCF,148,339,,0,1,
WLFC,BCF,128,354,,0,1,9981
WLFC,BCF,128,249,,0,1,
WLFC,BCF,128,597,2120,1,1,
WLFC,BCF,164,298,,0,1,
WLFC,BCF,164,275,,0,1,
WLFC,BCF,164,270,,0,1,
WLFC,BCF,150,262,,0,1,
WLFC,BCF,150,246,,0,1,
WLFC,BCF,166,297,,0,1,
WLFC,BCF,154,295,,0,1,
WLFC,BCF,154,296,,0,1,
WLFC,BCF,154,365,,0,1,
WLFC,BCF,154,275,,0,1,
WLFC,BCF,154,286,,0,1,
WLFC,BCF,112,900,8967,1,1,
WLFC,BCF,110,272,,0,1,
WLFC,BCF,148,364,,0,1,
WLFC,BCF,148,363,,0,1,
WLFC,BCF,148,340,,0,1,
WLFC,BCF,148,314,,0,1,
WLFC,BCF,148,328,,0,1,
WLFC,BCF,148,287,,0,1,
WLFC,BCF,148,245,,0,1,
WLFC,BCF,128,442,,0,1,
WLFC,BCF,128,697,,0,1,
WLFC,BCF,128,390,,0,1,
WLFC,BCF,128,626,2130,1,1,
WLFC,BCF,128,360,,0,1,
WLFC,BCF,128,290,,0,1,
WLFC,BCF,128,355,,0,1,
WLFC,BCF,128,358,,0,1,
WLFC,BCF,128,304,,0,1,
WLFC,BCF,128,290,,0,1,
WLFC,BCF,128,361,,0,1,
WLFC,BCF,146,276,,0,1,
WLFC,BCF,146,796,5090,1,1,
WLFC,BCF,146,291,,0,1,
WLFC,BCF,164,777,4950,1,1,
WLFC,BCF,164,338,,0,1,
WLFC,BCF,164,274,,0,1,
WLFC,BCF,150,371,,0,1,
WLFC,BCF,166,373,,0,1,8626
WLFC,BCF,166,360,,0,1,
WLFC,BCF,166,370,,0,1,
WLFC,BCF,166,259,,0,1,
WLFC,BCF,166,243,,0,1,
WLFC,BCF,154,275,,0,1,
WLFC,BCF,154,760,,0,1,
WLFC,BCF,154,281,,0,1,
WLFC,BCF,154,311,,0,1,
WLFC,BCF,154,282,,0,1,
WLFC,BCF,154,321,,0,1,
WLFC,BCF,154,279,,0,1,
WLFC,BCF,154,238,,0,1,
WLFC,BCF,154,269,,0,1,
WLFC,BCF,154,257,,0,1,
